Name;ReleaseDate;Action;Adventure;Children;Comedy;Crime;Documentary;Drama;Fantasy;Noir;Horror;Musical;Mystery;Romance;SciFi;Thriller;War;Western;AvgRating;Watches
My Crazy Life (Mi vida loca);1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.53;55
Love Affair;1994;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.04;79
Losing Isaiah;1995;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.14;63
The Madness of King George;1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.73;383
Mary Shelley's Frankenstein;1994;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;2.9;244
Man of the House;1995;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.38;24
Mixed Nuts;1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.54;80
Milk Money;1994;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;2.69;228
Miracle on 34th Street;1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.18;170
Miami Rhapsody;1995;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.75;40
My Family;1995;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.72;46
Murder in the First;1995;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;3.57;212
Nobody's Fool;1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.65;233
Nell;1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.22;215
New Jersey Drive;1995;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;3;18
New York Cop;1996;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3.5801;0
Beyond Bedlam;1993;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;3.5801;0
Nemesis 2: Nebula;1995;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;3;1
Nina Takes a Lover;1994;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;2.9;21
Natural Born Killers;1994;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.14;700
Only You;1994;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.34;158
Once Were Warriors;1994;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;3.92;168
Poison Ivy II;1995;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2.21;48
Outbreak;1995;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;3.27;733
The Professional (a.k.a. Leon: The Professional);1994;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0;0;4.11;923
The Perez Family;1995;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.1;42
Pyromaniac's Love Story, A;1995;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;2.76;29
Pulp Fiction;1994;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;4.28;2171
Panther;1995;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.11;28
Pushing Hands;1992;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.91;23
Priest;1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.66;143
Quiz Show;1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.76;705
Picture Bride;1995;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.3;43
Queen Margot (La Reine Margot);1994;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.81;86
The Quick and the Dead;1995;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2.98;418
Roommates;1995;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.14;35
Ready to Wear (Pret-A-Porter);1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.5;127
Three Colors: Red;1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.23;334
Three Colors: Blue;1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.1;243
Three Colors: White;1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.97;202
Red Firecracker, Green Firecracker;1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.69;48
Rent-a-Kid;1995;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.67;6
Relative Fear;1994;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;3;1
Stuart Saves His Family;1995;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.44;112
The Swan Princess;1994;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.89;54
The Secret of Roan Inish;1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.85;300
The Specialist;1994;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.65;153
Stargate;1994;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3.49;1116
The Santa Clause;1994;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;3.19;641
The Shawshank Redemption;1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.55;2227
Shallow Grave;1994;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.89;273
Suture;1993;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;3.41;32
Strawberry and Chocolate (Fresa y chocolate);1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.75;61
Swimming with Sharks;1995;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.71;209
The Sum of Us;1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.97;33
National Lampoon's Senior Trip;1995;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.45;49
To Live (Huozhe);1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.34;61
Tank Girl;1995;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;2.61;358
Tales From the Crypt Presents: Demon Knight;1995;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3.11;144
Star Trek: Generations;1994;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3.38;990
Tales from the Hood;1995;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;2.73;149
Tom & Viv;1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.1;21
Village of the Damned;1995;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2.55;161
Tommy Boy;1995;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.5;410
Vanya on 42nd Street;1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.86;114
The Underneath;1995;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;3.49;41
The Walking Dead;1995;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;2.68;19
What's Eating Gilbert Grape;1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.84;693
Virtuosity;1995;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2.88;221
While You Were Sleeping;1995;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.5;673
The War;1994;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.27;84
Double Happiness;1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.84;31
Muriel's Wedding;1994;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.68;518
The Baby-Sitters Club;1995;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.43;42
Ace Ventura: Pet Detective;1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.15;766
The Adventures of Priscilla, Queen of the Desert;1994;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.81;469
Backbeat;1993;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;3.53;120
Bitter Moon;1992;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.17;46
Bullets Over Broadway;1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.7;455
Clear and Present Danger;1994;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.73;1059
The Client;1994;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;3.39;515
Corrina, Corrina;1994;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;3.34;257
Crooklyn;1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.13;119
The Crow;1994;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;3.45;734
Cobb;1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.18;67
The Flintstones;1994;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.35;267
Forrest Gump;1994;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;4.09;2194
Four Weddings and a Funeral;1994;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.74;1233
Higher Learning;1995;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.17;141
I Like It Like That;1994;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;3.21;19
I Love Trouble;1994;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.5;127
It Could Happen to You;1994;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.42;268
The Jungle Book;1994;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3.36;239
The Wonderful, Horrible Life of Leni Riefenstahl (Die Macht der Bilder);1993;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4.26;62
The Lion King;1994;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3.86;1121
Little Buddha;1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.17;71
Wes Craven's New Nightmare;1994;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.82;251
The Mask;1994;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;3.28;1179
Maverick;1994;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;3.52;802
Mrs. Parker and the Vicious Circle;1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.31;58
Naked Gun 33 1/3: The Final Insult;1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.9;412
The Paper;1994;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.18;212
Reality Bites;1994;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.15;428
Red Rock West;1992;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.86;258
Richie Rich;1994;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.11;183
Safe Passage;1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.29;17
The River Wild;1994;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.25;350
Speed;1994;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;3.57;1650
Speechless;1994;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;2.89;140
Timecop;1994;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2.89;436
True Lies;1994;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.63;1400
When a Man Loves a Woman;1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.26;211
Wolf;1994;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;2.93;272
Wyatt Earp;1994;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3.27;270
Bad Company;1995;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.9;40
Man of No Importance, A;1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.4;10
S.F.W.;1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.6;30
Low Down Dirty Shame, A;1994;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.75;102
Boys Life;1995;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.64;97
Colonel Chabert, Le;1994;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;3.7;20
Faster Pussycat! Kill! Kill!;1965;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.54;59
Jason's Lyric;1994;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;3.28;40
The Secret Adventures of Tom Thumb;1993;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.8;25
Street Fighter;1994;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.86;105
Coldblooded;1995;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.67;18
Desert Winds;1995;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.5801;0
Fall Time;1995;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;1
The Fear;1995;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.42;12
Frank and Ollie;1995;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;1
Girl in the Cadillac;1995;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.5801;0
Homage;1995;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.5801;0
Mirage;1995;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;2
Open Season;1996;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1
Two Crimes;1995;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;3.5801;0
Brother Minister: The Assassination of Malcolm X;1994;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3.75;4
Highlander III: The Sorcerer;1994;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2.12;203
Federal Hill;1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.63;8
In the Mouth of Madness;1995;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;2.91;193
8 Seconds;1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.32;72
Above the Rim;1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.02;49
Addams Family Values;1993;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.91;463
You So Crazy;1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.62;13
The Age of Innocence;1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.56;295
Airheads;1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.53;245
The Air Up There;1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.66;90
Another Stakeout;1993;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;2.48;179
Bad Girls;1994;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2.43;89
Barcelona;1994;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.49;208
Being Human;1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.52;29
The Beverly Hillbillies;1993;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.19;156
Beverly Hills Cop III;1994;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.51;352
Black Beauty;1994;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.36;94
Blink;1994;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.12;57
Blown Away;1994;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.11;221
Blue Chips;1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.6;75
Blue Sky;1994;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.61;105
Body Snatchers;1993;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;3.08;269
Boxing Helena;1993;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;2.37;166
Bronx Tale, A;1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.93;263
Cabin Boy;1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.38;187
Calendar Girl;1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.42;24
Carlito's Way;1993;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;3.69;369
City Slickers II: The Legend of Curly's Gold;1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2.58;392
Clean Slate;1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.79;48
Cliffhanger;1993;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3.08;686
Coneheads;1993;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;2.61;533
Color of Night;1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;2.65;141
Cops and Robbersons;1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.05;64
The Cowboy Way;1994;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.63;152
Dangerous Game;1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.5;2
Dave;1993;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.81;948
Dazed and Confused;1993;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.69;643
Demolition Man;1993;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2.99;640
The Endless Summer 2;1994;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3.39;31
Even Cowgirls Get the Blues;1993;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;2.3;81
Fatal Instinct;1993;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.61;100
Farewell My Concubine;1993;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;4.08;254
The Favor;1994;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;2.48;31
Fearless;1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.6;228
Fear of a Black Hat;1993;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.66;71
With Honors;1994;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.28;228
Flesh and Bone;1993;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;3.15;106
Widows' Peak;1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.29;38
For Love or Money;1993;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.22;67
The Firm;1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;3.55;824
Free Willy;1993;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.59;285
Fresh;1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;93
The Fugitive;1993;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4.1;1995
Geronimo: An American Legend;1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;3.28;87
The Getaway;1994;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.83;143
Getting Even with Dad;1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.26;38
Go Fish;1994;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.28;86
Good Man in Africa, A;1994;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.64;28
Guilty as Sin;1993;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;2.74;47
Hard Target;1993;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;2.78;216
Heaven & Earth;1993;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;3.31;105
Hot Shots! Part Deux;1993;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;2.8;573
Live Nude Girls;1995;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.2;54
The Englishman Who Went Up a Hill, But Came Down a Mountain;1995;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.27;350
The House of the Spirits;1993;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2.96;69
House Party 3;1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1.74;38
The Hudsucker Proxy;1994;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.63;599
I'll Do Anything;1994;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;2.7;44
In the Army Now;1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;2.23;151
In the Line of Fire;1993;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.83;972
In the Name of the Father;1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.9;312
The Inkwell;1994;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;2.69;35
What's Love Got to Do with It?;1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.47;195
Jimmy Hollywood;1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.46;24
Judgment Night;1993;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.8;133
Jurassic Park;1993;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3.76;2672
Kalifornia;1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;3.38;294
Killing Zoe;1994;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.53;176
King of the Hill;1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.74;74
Lassie;1994;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.66;29
Last Action Hero;1993;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.51;500
Life with Mikey;1993;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.81;64
Lightning Jack;1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2.61;62
M. Butterfly;1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.38;39
Made in America;1993;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.47;97
Malice;1993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.32;185
The Man Without a Face;1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.32;212
Manhattan Murder Mystery;1993;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;3.72;335
Menace II Society;1993;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;3.61;298
Executive Decision;1996;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.35;416
In the Realm of the Senses (Ai no corrida);1976;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.38;42
What Happened Was...;1994;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;3.22;37
Much Ado About Nothing;1993;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;4;667
Mr. Jones;1993;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2.74;47
Mr. Wonderful;1993;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;2.76;49
Mrs. Doubtfire;1993;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.42;838
Naked;1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.61;94
The Next Karate Kid;1994;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.94;155
The New Age;1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.69;13
No Escape;1994;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2.96;178
North;1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.49;69
Orlando;1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.49;114
Perfect World, A;1993;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.52;308
Philadelphia;1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.89;561
The Piano;1993;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.67;608
Poetic Justice;1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.4;42
The Program;1993;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.11;152
Robert A. Heinlein's The Puppet Masters;1994;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2.87;179
Radioland Murders;1994;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;3.12;67
The Ref;1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.53;346
The Remains of the Day;1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.92;450
Renaissance Man;1994;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;2.87;248
Rising Sun;1993;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;3.18;382
The Road to Wellville;1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.46;149
Robocop 3;1993;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1.94;202
Robin Hood: Men in Tights;1993;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.93;374
Romeo Is Bleeding;1993;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;3.37;117
Romper Stomper;1992;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.57;83
Ruby in Paradise;1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.66;117
Rudy;1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.62;476
The Saint of Fort Washington;1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.19;21
Savage Nights (Nuits fauves, Les);1992;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.5;8
Schindler's List;1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;4.51;2304
The Scout;1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.51;68
Searching for Bobby Fischer;1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.98;720
Second Best;1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.5;2
The Secret Garden;1993;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.77;338
Serial Mom;1994;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;3.05;389
The Shadow;1994;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.73;203
Shadowlands;1993;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.84;286
Short Cuts;1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.82;301
Simple Twist of Fate, A;1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.16;55
Sirens;1994;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.08;207
