Movie Title,Passes Bechdel Test?,Number of Criteria Passed,Clarity of Pass,Has at least two [named] women in it,The women talk to each other,The women talk about something besides a man,Genre,Director,Main Actors,Production Company,Plot Keywords (top 10),Year,Rating,Runtime (min),Plot,Language,Country,Image,IMDb Popularity Score,Award Popularity,IMDb rating,IMDb votes,Nominations,Wins,IMDB Link
A Long Way Down (2014),Yes,3,Clear,Pass,Pass,Pass,"Comedy, Drama",Pascal Chaumeil,"Pierce Brosnan, Toni Collette, Imogen Poots, Aaron Paul","Wildgaze Films, British Broadcasting Corporation (BBC), DCM Productions","new years eve, talk show host, swimming with clothes on, reference to matt damon, politician, airport, beach, reporter, party, drug overdose",2014,Restricted,96,Four people meet on New Year's Eve and form a surrogate family to help one another weather the difficulties of their lives.,English,"United Kingdom, Germany",http://ia.media-imdb.com/images/M/MV5BMTc0MTg0MDI2Ml5BMl5BanBnXkFtZTgwNzM4MDYwMTE@._V1_SX300.jpg,83264,,6.4,"13,010",,,http://www.imdb.com/title/tt0458413/
A Marine Story (2010),Yes,3,Clear,Pass,Pass,Pass,Drama,Ned Farr,"Dreya Weber, Paris P. Pickard, Anthony Michael Jones, Christine Mourad",,"bar, boot camp, iraq, marine, military, u.s. soldier, usmc, u.s. marine corps, american soldier, mentor",2010,,98,"Marine officer Alexandra is tough enough to kick any guy's ass in a bar fight, but there's one opponent she can't beat: military policy. When she returns to her conservative hometown from ...",English,United States,http://ia.media-imdb.com/images/M/MV5BMTUxMDQxNTY2M15BMl5BanBnXkFtZTcwOTQ3NTY1Mw@@._V1_SX300.jpg,8124,6,6,"1,354",1,1,http://www.imdb.com/title/tt1447479/
A Million Ways to Die in the West (2014),No,2,,Pass,Pass,Fail,"Comedy, Western",Seth MacFarlane,"Seth MacFarlane, Charlize Theron, Amanda Seyfried, Liam Neeson","Bluegrass Films, Fuzzy Door Productions, Media Rights Capital","bar shootout, playing against type, hallucination, final showdown, female gunfighter, street shootout, fast draw, showdown, gunfight, shootout",2014,Restricted,116,"As a cowardly farmer begins to fall for the mysterious new woman in town, he must put his new-found courage to the test when her husband, a notorious gun-slinger, announces his arrival.","English, Navajo, Mandarin",United States,http://ia.media-imdb.com/images/M/MV5BMTQ0NDcyNjg0MV5BMl5BanBnXkFtZTgwMzk4NTA4MTE@._V1_SX300.jpg,500191,1,6.2,"80,676",1,,http://www.imdb.com/title/tt2557490/
A Most Wanted Man (2014),No,2,,Pass,Pass,Fail,Thriller,Anton Corbijn,"Grigoriy Dobrygin, Philip Seymour Hoffman, Homayoun Ershadi, Mehdi Dehbi","Lionsgate, Film4, Demarest Films","war on terror, intelligence, illegal immigrant, muslim, chechen, conflicting intelligence services, police violence, secret service, tailing a suspect, manhunt",2014,Restricted,122,"A Chechen Muslim illegally immigrates to Hamburg, where he gets caught in the international war on terror.","English, Arabic","United Kingdom, United States, Germany",http://ia.media-imdb.com/images/M/MV5BODY2MTA0MjYzMl5BMl5BanBnXkFtZTgwOTE3NzE4MTE@._V1_SX300.jpg,178045,1,7,"25,435",1,,http://www.imdb.com/title/tt1972571/
A Separation (2011),Yes,3,Clear,Pass,Pass,Pass,Drama,Asghar Farhadi,"Peyman Moaadi, Leila Hatami, Sareh Bayat, Shahab Hosseini",Asghar Farhadi,"couple, divorce, alzheimer's disease, humanity, visa, islamic, obligation, responsibility, gender, ethics",2011,"Parental guidance, Unsuitable for children under 13",123,A married couple are faced with a difficult decision - to improve the life of their child by moving to another country or to stay in Iran and look after a deteriorating parent who has Alzheimer's disease.,Persian,Iran,http://ia.media-imdb.com/images/M/MV5BMTYzMzU4NDUwOF5BMl5BanBnXkFtZTcwMTM5MjA5Ng@@._V1_SX300.jpg,1009656,432,8.5,"118,783",27,81,http://www.imdb.com/title/tt1832382/
A Simple Life (2011),Yes,3,Clear,Pass,Pass,Pass,Drama,Ann Hui,"Andy Lau, Deannie Yip, Hailu Qin, Fuli Wang","Bona International Film Group, Focus Films, Sil-Metropole Organisation","old people's home, stroke, cameo appearance, long distance call, movie premiere, heart warming, urban, hong kong, lantern festival, fireworks",2011,Not Rated,118,"After suffering a stroke, an altruistic maid announces that she wants to quit her job and move into an old people's home.","Cantonese, English, Mandarin",Hong Kong,http://ia.media-imdb.com/images/M/MV5BMTQ1NDI2OTU5N15BMl5BanBnXkFtZTcwOTAyNzcwOQ@@._V1_SX300.jpg,25445,184,7.6,"3,348",19,33,http://www.imdb.com/title/tt2008006/
A Talking Cat!?! (2013),Yes,3,Clear,Pass,Pass,Pass,Family,David DeCoteau,"Johnny Whitaker, Kristine DeBell, Justin Cone, Janis Peebles",Rapid Heart Pictures,"cat, three word title, question in title, question mark in title, punctuation in title, exclamation point in title, animal in title",2013,,85,A sassy feline helps a family resolve its problems.,English,United States,http://ia.media-imdb.com/images/M/MV5BMTY3NTMzMDc4OV5BMl5BanBnXkFtZTcwOTc0OTgxOQ@@._V1_SX300.jpg,1144,,3.1,369,,,http://www.imdb.com/title/tt2511190/
A Thousand Words (2012),No,2,,Pass,Pass,Fail,"Comedy, Drama, Romance",Brian Robbins,"Eddie Murphy, Kerry Washington, Emanuel Ragsdale, Jill Basey","DreamWorks, Saturn Films, Work After Midnight Films","literary agent, magical tree, liar, box office flop, critically bashed, three word title, title spoken by character, number in title",2012,"Parental guidance, Unsuitable for children under 13",91,"After stretching the truth on a deal with a spiritual guru, literary agent Jack McCall finds a Bodhi tree on his property. Its appearance holds a valuable lesson on the consequences of every word we speak.",English,United States,http://ia.media-imdb.com/images/M/MV5BMTAzODAwODkwMjBeQTJeQWpwZ15BbWU3MDI4MDE3NDc@._V1_SX300.jpg,152450,3,5.9,"25,839",3,,http://www.imdb.com/title/tt0763831/
A Very Harold & Kumar 3D Christmas (2011),No,1,,Pass,Fail,Fail,Comedy,Todd Strauss-Schulson,"Patton Oswalt, Isabella Gielniak, Kal Penn, Austin Bickel","New Line Cinema, Mandate Pictures, Kingsgate Films","christmas tree, christmas, new york city, stoner, burning christmas tree, nun in shower, nude nun, trophy wife, sex in bed, copulation",2011,Restricted,90,"Six years after their Guantanamo Bay adventure, stoner buds Harold Lee and Kumar Patel cause a holiday fracas by inadvertently burning down Harold's father-in-law's prize Christmas tree.",English,United States,http://ia.media-imdb.com/images/M/MV5BMzA1NTQzMjAyOV5BMl5BanBnXkFtZTcwNDcyMjY2Ng@@._V1_SX300.jpg,296913,1,6.3,"47,129",1,,http://www.imdb.com/title/tt1268799/
A Walk Among the Tombstones (2014),No,1,,Pass,Fail,Fail,"Crime, Drama, Mystery",Scott Frank,"Liam Neeson, Maurice Compte, Patrick McDade, Luciano Acuna Jr.","1984 Private Defense Contractors, Cross Creek Pictures, Da Vinci Media Ventures","drug dealer, private investigator, brooklyn new york city, violence, murder of wife, psychopath, groundskeeper, body in a trunk, bound and gagged, alcoholic",2014,Restricted,114,Private investigator Matthew Scudder is hired by a drug kingpin to find out who kidnapped and murdered his wife.,"English, Spanish",United States,http://ia.media-imdb.com/images/M/MV5BMTQ3NzY2MTg1M15BMl5BanBnXkFtZTgwODY2Njk4MTE@._V1_SX300.jpg,145792,,6.7,"21,760",,,http://www.imdb.com/title/tt0365907/
Abel (2010),Yes,3,Clear,Pass,Pass,Pass,"Comedy, Drama",Diego Luna,"Christopher Ruíz-Esparza, José María Yazpik, Karina Gidi, Carlos Aragón","Canana, Mr. Mudd, Fondo de Inversión y Estímulos al Cine",one word title,2010,Not Rated,82,"About a peculiar young boy who, as he blurs reality and fantasy, takes over the responsibilities of a family man in his father's absence.",Spanish,Mexico,http://ia.media-imdb.com/images/M/MV5BMTU3NjczMDQxNl5BMl5BanBnXkFtZTcwNjgwODY1NA@@._V1_SX300.jpg,7160,17,6.8,"1,053",7,2,http://www.imdb.com/title/tt1479668/
About Cherry (2012),Yes,3,Clear,Pass,Pass,Pass,Drama,Stephen Elliott,"Ashley Hinshaw, Lili Taylor, Dev Patel, Diane Farr","Enderby Entertainment, Gordon Bijelonic / Datari Turner Films","porn, strip club, porn actress, sister sister relationship, unrequited love, older man younger woman relationship, bisexual girl, female protagonist, cheating, internet porn",2012,Restricted,98,"A drama centered on a troubled young woman who moves to San Francisco, where she gets involved in pornography and aligns herself with a cocaine-addicted lawyer.",English,United States,http://ia.media-imdb.com/images/M/MV5BMTM4MTA3MTk0MF5BMl5BanBnXkFtZTcwNDI0NjAyOA@@._V1_SX300.jpg,29621,,4.8,"6,171",,,http://www.imdb.com/title/tt1945062/
About Sunny (2011),Yes,3,Clear,Pass,Pass,Pass,Drama,"Bryan Wizemann, Mike S. Ryan","Lauren Ambrose, E.K. Harris, Audrey P. Scott, Chanel Flowers","Votiv Films, Ballast Films, Deep in the Heart Pictures","poverty, strip club, marijuana, smoking, mother daughter relationship, single mom",2011,,103,"As things unravel for a struggling single mother in Las Vegas, she must decide what she's willing to give up to get by.",English,United States,http://ia.media-imdb.com/images/M/MV5BMTg4NTk3MTczMl5BMl5BanBnXkFtZTgwMDQ0MjA2MDE@._V1_SX300.jpg,1541,6,6.5,237,1,1,http://www.imdb.com/title/tt1198199/
About Time (2013),Yes,3,Clear,Pass,Pass,Pass,"Drama, Fantasy, Romance",Richard Curtis,"Domhnall Gleeson, Rachel McAdams, Bill Nighy, Lydia Wilson","Translux, Working Title","lingerie slip, boyfriend girlfriend relationship, time travel romance, time travel, wedding, time travel comedy, uncle, family relationships, father son relationship, new year's eve",2013,Restricted,123,"At the age of 21, Tim discovers he can travel in time and change what happens and has happened in his own life. His decision to make his world a better place by getting a girlfriend turns out not to be as easy as you might think.",English,United Kingdom,http://ia.media-imdb.com/images/M/MV5BMTA1ODUzMDA3NzFeQTJeQWpwZ15BbWU3MDgxMTYxNTk@._V1_SX300.jpg,1060901,22,7.8,"136,013",7,3,http://www.imdb.com/title/tt2194499/
Abraham Lincoln: Vampire Hunter (2012),Yes,3,Dubious,Pass,Pass,Pass,"Action, Fantasy, Horror",Timur Bekmambetov,"Benjamin Walker, Dominic Cooper, Anthony Mackie, Mary Elizabeth Winstead","Abraham Productions, Bazelevs Production, Location Gourmet","vampire, president, lawyer, vampire hunter, blood, revenge, silver, undead, silver axe, champagne",2012,Restricted,105,"Abraham Lincoln, the 16th President of the United States, discovers vampires are planning to take over the United States. He makes it his mission to eliminate them.",English,United States,http://ia.media-imdb.com/images/M/MV5BNjY2Mzc0MDA4NV5BMl5BanBnXkFtZTcwOTg5OTcxNw@@._V1_SX300.jpg,670572,1,6,"111,762",1,,http://www.imdb.com/title/tt1611224/
Absentia (2011),Yes,3,Clear,Pass,Pass,Pass,"Drama, Horror, Mystery",Mike Flanagan,"Katie Parker, Courtney Bell, Dave Levine, Justin Gordon","FallBack Plan Productions, Blue Dot Productions","tunnel, dead in absentia, anticipate, foetus, trade off, drug use, grief, missing husband, sister sister relationship, fairy tale",2011,Restricted,87,"A woman and her sister begin to link a mysterious tunnel to a series of disappearances, including that of her own husband.",English,United States,http://ia.media-imdb.com/images/M/MV5BMjE0MDUyODg1MF5BMl5BanBnXkFtZTcwOTgyMzA2Nw@@._V1_SX300.jpg,58099,39,5.8,"10,017",4,7,http://www.imdb.com/title/tt1610996/
Act of Valor (2012),No,0,,Fail,Fail,Fail,"Action, Thriller, War","Mike McCoy, Scott Waugh","Rorke Denver, Dave, Sonny, Weimy",,"torture, seal, mission, valor, terrorist, navy seal, cia, navy, warrior, somalia",2012,Restricted,110,An elite team of Navy SEALs embark on a covert mission to recover a kidnapped CIA agent.,"English, Russian",United States,http://ia.media-imdb.com/images/M/MV5BMTY3NDQxMDAzM15BMl5BanBnXkFtZTcwNzEyNjgzNw@@._V1_SX300.jpg,335543,12,6.5,"51,622",7,1,http://www.imdb.com/title/tt1591479/
Admission (2013),Yes,3,Clear,Pass,Pass,Pass,"Comedy, Drama, Romance",Paul Weitz,"Tina Fey, Ann Harada, Ben Levin, Dan Levy","Focus Features, Depth of Field","adoption, princeton university, working women, female protagonist, wedding, no opening credits, bonsai tree, ethics, cheating boyfriend, high school teacher",2013,"Parental guidance, Unsuitable for children under 13",107,A Princeton admissions officer who is up for a major promotion takes a professional risk after she meets a college-bound alternative school kid who just might be the son she gave up years ago in a secret adoption.,English,United States,http://ia.media-imdb.com/images/M/MV5BOTE2OTkwNzg5Ml5BMl5BanBnXkFtZTcwOTY0NzQ3OA@@._V1_SX300.jpg,135119,,5.7,"23,705",,,http://www.imdb.com/title/tt1814621/
After Earth (2013),No,1,,Pass,Fail,Fail,"Action, Adventure, Sci-Fi",M. Night Shyamalan,"Jaden Smith, Will Smith, Sophie Okonedo, Zoë Kravitz","Columbia Pictures, Overbrook Entertainment, Blinding Edge Pictures","box office flop, fear, father son team, race against time, critically bashed, real life father and son playing father and son, post apocalypse, no opening credits, asteroid, general",2013,"Parental guidance, Unsuitable for children under 13",100,"A crash landing leaves Kitai Raige and his father Cypher stranded on Earth, a millennium after events forced humanity's escape. With Cypher injured, Kitai must embark on a perilous journey to signal for help.",English,United States,http://ia.media-imdb.com/images/M/MV5BMTY3MzQyMjkwMl5BMl5BanBnXkFtZTcwMDk2OTE0OQ@@._V1_SX300.jpg,658820,21,5,"131,764",6,3,http://www.imdb.com/title/tt1815862/
Afternoon Delight (2013),Yes,3,Clear,Pass,Pass,Pass,"Comedy, Drama",Jill Soloway,"Kathryn Hahn, Link Ruiz, Cesar Garcia, Jane Lynch","Whitewater Films, 72 Productions, Rincon Entertainment","nanny, stripper, marijuana, husband wife relationship, exhibitionism, simulated sex, sexual repression, sexuality, sex scene, friendship",2013,Restricted,95,"Rachel is a quick-witted and lovable stay-at-home mom. Frustrated with the realities of preschool auctions, a lackluster sex life and career that's gone kaput, Rachel visits a strip club to spice up her marriage and meets McKenna, a stripper she adopts as her live-in nanny.",English,United States,http://ia.media-imdb.com/images/M/MV5BMTQwNDA3MDk3MV5BMl5BanBnXkFtZTcwMDIxMDA4OQ@@._V1_SX300.jpg,30491,8,5.8,"5,257",3,1,http://www.imdb.com/title/tt2312890/
Aftershock (2010),Yes,3,Clear,Pass,Pass,Pass,Drama,Xiaogang Feng,"Fan Xu, Jingchu Zhang, Chen Li, Zi-feng Zhang","Tangshan City Government, China Film Group, Huayi Brothers Media","earthquake, china, tangshan earthquake, disaster relief, memorial, dedication, iphone, reunion, repressed memory, mess hall",2010,,135,The epic story of a family separated as a result of the Great Tangshan Earthquake of 1976.,Mandarin,China,http://ia.media-imdb.com/images/M/MV5BMjEzMTg1MTYxMF5BMl5BanBnXkFtZTcwMzI5MDMwNA@@._V1_SX300.jpg,49377,115,7.6,"6,497",25,18,http://www.imdb.com/title/tt1393746/
Age of the Dragons (2011),No,0,,Fail,Fail,Fail,"Action, Adventure, Fantasy",Ryan Little,"Danny Glover, Vinnie Jones, Corey Sevier, Sofia Pernas","Koan, Cinedome, Dragon Quest Productions","dragon, revenge, harpooner, dead child with eyes open, animal in title, based on novel",2011,"Parental guidance, Unsuitable for children under 13",91,"Herman Melville's classic novel Moby Dick, is recreated in a world where Captain Ahab and his crew search for a Great White Dragon.",English,United States,http://ia.media-imdb.com/images/M/MV5BMjQ2MTg4NjA2OF5BMl5BanBnXkFtZTcwMzY2NzcwOA@@._V1_SX300.jpg,12141,,3.4,"3,571",,,http://www.imdb.com/title/tt1594917/
Ahi va el diablo (2012),Yes,3,Dubious,Pass,Pass,Pass,"Horror, Thriller",Adrián García Bogliano,"Francisco Barreiro, Laura Caro, Alan Martinez, Michele Garcia","Morbido Films, Salto de Fe Films, MPI Media Group","demonic possession, lesbian kiss, red car, supernatural power",2012,Not Rated,97,"A married couple lose their children while on a family trip near some caves in Tijuana. The kids eventually reappear without explanation, but it becomes clear that they are not who they ...",Spanish,Mexico,http://ia.media-imdb.com/images/M/MV5BMTQ5NjIyMTUyMV5BMl5BanBnXkFtZTgwNTUxMjU0MDE@._V1_SX300.jpg,11087,33,5.7,"1,945",3,6,http://www.imdb.com/title/tt2107648/
Alamanya (2011),Yes,3,Clear,Pass,Pass,Pass,"Comedy, Drama",Yasemin Samdereli,"Vedat Erincin, Fahri Yardim, Lilay Huser, Demet Gül","Roxy Film, Infa Film","turkish immigrant, immigrant, flashback, crucifix, death, funeral, death of grandfather, language barrier, toilet, rat",2011,,101,The story of three generations of a Turkish immigrant family.,"German, Turkish",Germany,http://ia.media-imdb.com/images/M/MV5BMjIzODk4MzE4M15BMl5BanBnXkFtZTcwNDExNTM3NA@@._V1_SX300.jpg,27864,44,7.2,"3,870",4,8,http://www.imdb.com/title/tt1630027/
Albatross (2011),Yes,3,Clear,Pass,Pass,Pass,Drama,Niall MacCormick,"Jessica Brown Findlay, Harry Treadaway, Josef Altin, Felicity Jones","CinemaNX, Isle of Man Film","one word title, caught masturbating, masturbation, younger sister, kissing on the beach, bicycle, tombstone, mistaken identity, death of grandmother, funeral",2011,Not Rated,90,"Beth, a bookish teenager, befriends Emilia, an aspiring novelist who has just arrived in town. Emilia soon begins an affair with Beth's father that threatens to have devastating consequences.",English,United Kingdom,http://ia.media-imdb.com/images/M/MV5BMjI3ODY3OTczNF5BMl5BanBnXkFtZTcwODkxNTE0Ng@@._V1_SX300.jpg,18194,3,6.3,"2,888",3,,http://www.imdb.com/title/tt1541149/
Albert Nobbs (2011),Yes,3,Dubious,Pass,Pass,Pass,Drama,Rodrigo García,"Glenn Close, Antonia Campbell-Hughes, Mia Wasikowska, Pauline Collins","Mockingbird Pictures, Trillium Productions, Parallel Film Productions","woman pretending to be a man, hotel, 19th century, painter, waiter, money, ireland, butler, running on the beach, asexual",2011,Restricted,113,"Albert Nobbs struggles to survive in late 19th century Ireland, where women aren't encouraged to be independent. Posing as a man, so she can work as a butler in Dublin's most posh hotel, Albert meets a handsome painter and looks to escape the lie she has been living.",English,"United Kingdom, Ireland, France, United States",http://ia.media-imdb.com/images/M/MV5BMTM1MjU1NTYzMV5BMl5BanBnXkFtZTcwODk2NzAwNw@@._V1_SX300.jpg,111582,108,6.7,"16,654",33,15,http://www.imdb.com/title/tt1602098/
