eye_right_x,eye_right_y,sex,mouth l_y,mouth l_x,nose_x,nose_y,id,eye_left_x,eye_left_y,city,confidence,pose_pitch,emotion_calm,boundingbox_size_width,combined_age_guess,smile,mouth r_y,mouth_l_x,mouth_l_y,mouth_r_x,mouth_r_y,pose_roll,mouth r_x,emotion_angry,boundingbox_size_height,mouth_open_wide,emotion_sad,emotion_confused,emotion_happy,boundingbox_tl_y,boundingbox_tl_x,emotion_disgust,age,combined_gender_guess,eye_closed,pose_yaw,emotion_surprised,glasses
69.2,41.2,0,69.8,53,65,58.3,1741f9525cf111e3bf5812315a8677d6_5.jpg,47.5,44.5,moscow,1,-9.09,0.03,58.46,22.6666666667,0.93,66.7,53,69.8,69.5,66.7,-10.56,69.5,,58.46,0.04,0.03,,0.66,23.85,26.15,,22.82,0.0,0,30.2,,1
57.5,50.6,0.02,96.1,39.1,37.5,79.3,23191ee6612311e3b03e125bb13f8fe6_5.jpg,24.3,59.8,sao_paulo,0.15,-13.69,0.12,83.85,24.6666666667,0.77,89.8,39.1,96.1,60.6,89.8,-14.85,60.6,,83.85,0.04,,,0.84,23.08,13.85,,23.68,0.0,0,-31.81,0.02,0
59.2,60.4,0,92.4,30.8,41.4,79.2,8fa84c68613611e3861d0e55fd92b12f_5.jpg,28.4,62.4,berlin,1,-2.4,0.01,70,29.6666666667,0.99,91.7,30.8,92.4,56.2,91.7,-4.39,56.2,0.01,70,0.03,,,0.98,33.85,9.23,,25.07,0.0,0,-6.21,,0
84.6,17.3,0.01,34.9,78,79.5,27.3,94d03a8e5dd511e384190eb0ff8c5c10_5.jpg,72.9,22.1,ny,1,-1.18,,34.62,25.0,0.2,31.4,78,34.9,87.6,31.4,-22.4,87.6,0.03,34.62,0,0.2,,0.27,6.92,62.31,,24.1,0.0,0,-24.15,,0
71.1,56.7,1,94,45.8,55.5,78.2,63db6dd4619711e389941239b0cdd749_5.jpg,39.3,56.9,bangkok,1,-3.98,0.2,83.08,25.6666666667,0.03,92.7,45.8,94,68.3,92.7,-0.5,68.3,,83.08,0.02,0.05,0.34,,24.62,13.85,,34.03,1.0,0,-8,,0
76.5,66.7,0,90.9,57.3,64.8,79.9,20230f9c609e11e3a3ea1220e7c085af_5.jpg,52.7,68.3,bangkok,0.09,-8.07,,72.31,25.6666666667,1,88,57.3,90.9,77.2,88,-0.72,77.2,,72.31,0,0.01,0.02,0.99,47.69,32.31,,19.37,0.0,1,-7.72,,1
61.9,21.8,0.04,55.5,41.5,51.3,41.1,3443a22c5f4811e3bd540e4cd1fa8f5b_5.jpg,34.6,28,sao_paulo,0.99,-1.83,,64.62,26.6666666667,0.95,50.6,41.5,55.5,64.6,50.6,-13.66,64.6,,64.62,0.66,,0.02,0.55,2.31,15.38,0.02,31.12,0.0,0,-4.57,,0
72.1,20.9,0.04,58,45.5,61.9,41.5,6eec5b62614611e3acec121398b1eaf5_5.jpg,37.7,25.5,sao_paulo,1,-2.69,0.09,73.85,20.3333333333,1,53.4,45.5,58,74.3,53.4,-10.03,74.3,,73.85,0.07,,0.03,0.93,3.08,21.54,,17.5,0.0,0,16.96,,0.08
104.9,29.4,0,62.2,75.3,93.8,48.9,4a62c8dc613011e3b759129d9a62bf3b_5.jpg,77.8,30,ny,0.88,-4.95,0.01,68.46,18.0,0.29,62,75.3,62.2,95.5,62,-2.8,95.5,,68.46,0.89,0.28,,0.95,6.15,56.92,,19.07,0.0,0.01,32.65,,0
82.9,56.9,0.97,83.8,61.8,71.4,73,397760f25db411e390490e5bf30b73cc_5.jpg,57.7,58,bangkok,1,-3.38,0.17,64.62,22.0,0.99,83.6,61.8,83.8,80.1,83.6,-3.23,80.1,,64.62,0,,,0.73,31.54,36.92,,36.14,1.0,0,3.47,0.02,0
78,40.9,0.97,73.3,49.9,61.6,55.5,6195c8c061ca11e3a76e123c1d089085_5.jpg,47.5,40.2,berlin,0.97,8.79,,91.54,30.6666666667,0.92,75.2,49.9,73.3,71.3,75.2,0.9,71.3,,91.54,0.94,0.02,,0.81,4.62,19.23,,12.84,1.0,0.96,1.74,0.8,0.92
64.2,23.4,0,61.7,37.1,49.6,46.1,64a6bd88604b11e3a0060ea01cc2c0a1_5.jpg,30.1,26,moscow,0.38,-1.45,,70,22.3333333333,0.11,60.8,37.1,61.7,61.3,60.8,-4.95,61.3,,70,0.26,,0.06,0.03,0.77,13.85,,26.72,0.0,0,4.14,0.51,0
61.8,69,0.06,109.5,44.6,43.6,94.1,58bb839a5e3511e3a98f0ea8daf3f523_5.jpg,28.9,74.8,ny,1,-6.54,0.02,103.08,19.6666666667,0.99,103.6,44.6,109.5,67.9,103.6,-8.43,67.9,,103.08,0.06,,,0.93,32.31,-4.62,0.04,22.05,0.0,0,-40.39,,0.01
98.7,66.9,0.03,104.2,61.8,78.8,87.5,27bc5f365d5811e380a30e9a0402a7de_5.jpg,58.4,67.3,bangkok,1,2.78,0,92.31,21.3333333333,0.98,104.8,61.8,104.2,95.7,104.8,-1.15,95.7,,92.31,0.03,,0.01,0.98,30.77,34.62,,25.87,0.0,0,1.2,,0
61.2,16.6,0,26.6,53,57.3,21.7,492c53c8601a11e3bcff12146f0bebf4_5.jpg,51.1,17.8,berlin,1,4.67,0,30.77,24.0,0.98,25.9,53,26.6,60.9,25.9,-9.56,60.9,,30.77,0,0.26,,1,5.38,41.54,,17.09,0.0,1,14.73,,0
92.9,53.6,0.43,78.6,76.3,83.5,66.6,0cfc89fc607111e3928a12a9c5d9c22f_5.jpg,70.9,55.7,ny,1,0.13,0.21,49.23,26.0,0,76.8,76.3,78.6,92.9,76.8,-6.5,92.9,,49.23,0,0.4,,,37.69,57.69,,25.95,1.0,0,0.99,0.72,0
83.2,80.3,0.99,113.4,53.4,67.9,95.9,cbfb84f0601e11e3ae740ea73095e8aa_5.jpg,52.3,77.2,berlin,1,8.79,0.09,80.77,25.1666666667,0.33,113.8,53.4,113.4,76.6,113.8,5.24,76.6,,80.77,0.01,,0.06,0.12,46.92,26.92,,30.96,1.0,0,4.3,,0
100.9,49.4,0.16,73.4,66.7,78.4,62.2,85e942a25dbe11e3813b120b4a53a54f_5.jpg,68.3,46.3,ny,1,2.15,0.01,78.46,6.66666666667,0.99,77.2,66.7,73.4,96.1,77.2,7.3,96.1,,78.46,0.83,,0,0.99,18.46,43.08,,8.72,0.0,0.04,-20.68,,0
88.8,82.7,1,111.3,63,75.1,96.9,7c16f114615d11e3bb6112e6fabfaf81_5.jpg,61.2,82.3,bangkok,1,5.86,,66.92,45.3333333333,0.78,112.3,63,111.3,83.8,112.3,0.27,83.8,,66.92,0,0.02,0.34,0.72,56.92,43.08,,48.31,1.0,0.07,6.84,,1
106.1,53.9,1,77.7,86.3,95.5,60.3,0406a0745eac11e39815122994caf5b5_5.jpg,83.1,55.8,ny,1,20.22,0.01,56.92,26.6666666667,0.59,76.1,86.3,77.7,106.1,76.1,-6.15,106.1,,56.92,0.11,0.05,,0.81,30.77,66.92,,27.2,1.0,0.98,3.32,,0
62,36,0.01,60.5,38.3,46.9,50.6,91ef9d9a5e5811e396de1272f6124746_5.jpg,36.6,36.7,berlin,1,-9.08,0.01,67.69,35.0,0.92,60.2,38.3,60.5,61.1,60.2,-1.43,61.1,,67.69,0.01,,0.01,0.99,10.77,15.38,,21.34,0.0,0,-17.69,,0
93.4,24.9,0.53,35.9,83.2,87.7,29.4,495bc5205da611e3a36f129657a7eedf_5.jpg,84.3,24.5,sao_paulo,0.89,7.91,,29.23,27.0,0.81,36.4,83.2,35.9,91.2,36.4,1.85,91.2,0.05,29.23,0.01,,0.21,0.05,13.85,74.62,,29.7,1.0,0.67,-3.71,,0
81.6,75.4,0.86,112.1,64,70.3,85.2,45b01eaa624a11e384461237b90e8f13_5.jpg,54.6,81.7,sao_paulo,1,25.34,,73.85,20.6666666667,0.49,105.7,64,112.1,88.4,105.7,-12.97,88.4,,73.85,0.46,0.07,,0.07,46.15,36.15,,28.31,1.0,0.64,-3.2,0.21,0.03
115.4,51.5,0,58.6,78.4,96.8,48,3f6b4328605911e3be4112cd881a590b_5.jpg,94.2,31.3,sao_paulo,1,15.58,,67.69,20.3333333333,0.72,69.1,78.4,58.6,90.2,69.1,43.55,90.2,,67.69,0.86,0.05,,0.84,14.62,63.85,,18.76,0.0,0.02,-5.34,0.04,0.01
80.4,64.9,0.98,93.6,64,67.7,82.7,2cdf6860606811e38b0012cc4c274745_5.jpg,56.8,67.1,bangkok,1,-7.16,,64.62,25.6666666667,0.35,91.8,64,93.6,79.6,91.8,-5.11,79.6,0.04,64.62,0,,0.08,0.12,40.77,36.92,,30.25,1.0,0,-17.07,,0
80.7,65.9,0.18,90.9,61.3,69.8,76.9,deec4fd85db011e3bedb1231ba1c5001_5.jpg,58.5,67.2,berlin,1,8.1,0.12,56.15,24.3333333333,0.85,90.2,61.3,90.9,79.4,90.2,-3.74,79.4,0.02,56.15,0.02,,,0.96,44.62,41.54,,24.41,0.0,0,-2.94,,0
81.3,28.1,0.35,60.8,56.8,69.5,36.3,19ab99fe5de711e38f7e12414a7d7418_5.jpg,53.5,30.3,bangkok,0.99,19.23,,69.23,22.6666666667,0.03,58.1,56.8,60.8,81.6,58.1,-5.39,81.6,,69.23,0.01,0.07,0.14,0.07,8.46,29.23,,52.35,0.0,0,6.67,,1
68.3,33.9,0.15,62.4,65.2,63,46.1,2195550861ff11e39690124b2967163f_5.jpg,50.9,46.1,sao_paulo,1,16.12,0.02,53.08,13.3333333333,0,53.6,65.2,62.4,77.6,53.6,-34.74,77.6,,53.08,0.2,0.45,,0.32,19.23,37.69,,23.93,0.0,0,-1.72,,0
109.7,66.2,0.08,92.7,82.1,99.3,82.8,35b8e1b25fe311e3b20512de2ea7f324_5.jpg,85.2,63.1,bangkok,0.99,-6.13,,56.15,31.6666666667,0.81,94.8,82.1,92.7,104.1,94.8,5.6,104.1,,56.15,0.03,,0.02,0.96,46.15,70,,21.01,0.0,0,27.33,0.02,0
97.4,17.9,0,59.3,89.7,93.1,42.1,192fe7a6618d11e3841612ed36e0866b_5.jpg,68.7,35.3,moscow,1,-5.27,0.06,72.31,23.6666666667,0.46,49.9,89.7,59.3,107.2,49.9,-34.1,107.2,,72.31,0.01,0.05,,0.37,3.85,52.31,,17.39,0.0,0,8.82,,0
79.9,79,0.06,117,46.7,58.6,105.8,5d48b3825de611e3affa12769b9f7a8f_5.jpg,40,80,bangkok,1,-9.29,,93.85,25.6666666667,0.98,116.3,46.7,117,80.4,116.3,-1.4,80.4,0.01,93.85,0.16,,,0.81,43.08,14.62,,23.57,0.0,0,-13.64,0.02,0
65.2,36.6,0.01,75.1,56.2,53.4,50.2,3ccd96745f6011e3a96d12de093cf006_5.jpg,38.3,53.6,moscow,1,26.39,0.14,80,28.6666666667,0.98,63.4,56.2,75.1,75,63.4,-34.32,75,,80,0.74,0.01,,0.98,13.08,16.15,,27.57,0.0,0.98,-5.52,,0
65.4,63.9,1,91,40.1,51,73.5,21535c64602611e3a1b20a5f90c653b9_5.jpg,38.7,62.6,berlin,1,11.79,0.6,74.62,23.3333333333,0.26,90.6,40.1,91,62,90.6,2.85,62,,74.62,0,,0.22,0.31,33.85,15.38,,38.42,1.0,0,-4.69,,0
100.2,57,0.75,90.6,73.9,86,73.6,bb1d2d2c611411e3a7ca12fa1061fde7_5.jpg,70.3,58.1,ny,1,2.18,,78.46,36.0,0.6,89.1,73.9,90.6,94.4,89.1,-2.83,94.4,,78.46,0.15,,0.43,0.35,24.62,47.69,0.05,25.71,0.0,0.12,5.55,,1
51.6,11,0,32.3,44.8,49.9,23,43c75af85f8a11e3b28012d40f8b39a1_5.jpg,36.5,17.5,sao_paulo,1,-7.06,,41.54,23.0,0.2,28,44.8,32.3,56.6,28,-24.94,56.6,,41.54,0.01,0.44,,0.97,0,23.08,,17.51,0.0,0,22.07,0.02,0.63
99.3,74.3,0,114.4,76.4,81.2,94,bbe4ff60619f11e3b36312c5f6a7d687_5.jpg,67.1,82,berlin,1,5.89,,76.92,29.6666666667,0.45,108.2,76.4,114.4,103.7,108.2,-14.42,103.7,,76.92,0,0.04,0.03,0.73,50,47.69,,21.68,0.0,0,-24.41,,0
108.5,45.5,1,62.4,85.7,95.7,55.7,421e4e34613111e38a7412a7658140c3_5.jpg,88.7,40.6,sao_paulo,1,-5.06,,56.92,30.6666666667,0.45,66.5,85.7,62.4,99,66.5,12.73,99,,56.92,0,0.07,,0.07,20,67.69,,26.55,1.0,0.99,7.8,0.03,0.77
83.1,69.1,0.06,81.2,69.9,76.9,77.1,0e53f88462e811e3b330122dbaf13212_5.jpg,73,67.3,bangkok,0.99,-14.75,0.01,36.15,24.3333333333,0.61,82.8,69.9,81.2,77.1,82.8,10.15,77.1,,36.15,0,0.18,,0.47,53.85,55.38,,21.4,0.0,1,24.16,,0.02
47.8,13.1,0.01,49.7,46.3,44.5,34.1,422fdf8c62ee11e3b6780e02843b4fc7_5.jpg,25.7,27.4,bangkok,1,-2.46,,64.62,19.0,0.11,39.8,46.3,49.7,62,39.8,-32.98,62,,64.62,0,0.1,0.05,0.96,-4.62,9.23,,21.66,0.0,0,-5.61,,0
66.6,40.9,0.09,64.9,75.7,69.9,49.9,5612057e5edf11e3ae811209a296472f_5.jpg,55.5,53.2,bangkok,0.99,1.9,,50.77,23.3333333333,0.86,56.4,75.7,64.9,80.8,56.4,-49,80.8,,50.77,0,0.03,,0.98,27.69,37.69,,25.73,0.333333333333,0,25.34,0.15,0
84.1,33.4,0.01,42.2,74.1,80.7,37,53e99390602211e39d9c1284ed10107c_5.jpg,75.1,31.9,moscow,1,9.78,,30,22.0,0.29,43.6,74.1,42.2,81.5,43.6,8.3,81.5,,30,0,0.51,0.07,0.26,20.77,66.15,,25.31,0.0,1,30.95,,0
51,31,0.43,57.8,50.7,46.8,45.1,0b147df660d111e391210a21655d2104_5.jpg,38.3,40.2,sao_paulo,0.73,6.81,,56.92,23.3333333333,0.02,50.9,50.7,57.8,62.8,50.9,-36.43,62.8,0.02,56.92,0,0.23,,0.33,17.69,22.31,,18.83,0.0,0.01,-19.5,,1
98.5,54.4,0.06,79.5,79.5,93.8,67.6,0980d6e662e411e3a1220e5f4159120b_5.jpg,76.9,55.6,ny,0.99,-1.34,,61.54,29.3333333333,0.88,77.5,79.5,79.5,96.4,77.5,-5.35,96.4,,61.54,0.67,0.03,,0.83,33.08,57.69,,28.56,0.0,0,34.9,0.04,0
83.2,60.3,0.95,78,67.5,74.7,67.3,813721b0620111e38fc812559e1fd802_5.jpg,67.2,60.3,berlin,0.26,11.58,,46.92,25.6666666667,0.18,78.4,67.5,78,82.2,78.4,-0.14,82.2,0.03,46.92,0.04,0.7,,0.2,40.77,52.31,,25.24,1.0,0.98,-5.79,,0
84.4,42.6,1,97.6,79.3,83.5,65.9,19b938245d9d11e3b3de12c816e3ab55_5.jpg,53.3,59.3,bangkok,1,6.84,,98.46,27.6666666667,0.07,82.4,79.3,97.6,103.1,82.4,-28.86,103.1,,98.46,0.03,0.23,0.28,,9.23,23.85,0.7,43.64,1.0,1,21.94,,0.02
73.5,35.5,0,61.6,43.4,56.8,55.6,0e6593b25f8411e383f3120a91ac9a97_5.jpg,40.2,33.6,berlin,1,-18.18,,75.38,20.8333333333,0.91,62.6,43.4,61.6,70.6,62.6,3.81,70.6,,75.38,0.43,0.01,,0.97,9.23,20,,19.74,0.0,0,-1.77,0.03,0.05
94.2,48.4,0.98,81.5,64.2,79,64,36e40634626811e389ec12abeb9452dc_5.jpg,61.1,47.5,berlin,1,6.72,,86.15,27.0,0.95,81.1,64.2,81.5,90.8,81.1,0.91,90.8,,86.15,0.2,,0.08,0.6,13.85,35.38,,34.19,1.0,0,9.19,0.05,0.06
45.8,65.3,1,91.6,19.1,42.1,78.1,6d01e06e61a611e397e2122466b7dba2_5.jpg,22.2,60.2,bangkok,1,4,,85.38,22.6666666667,0.95,95.3,19.1,91.6,41.6,95.3,8.93,41.6,,85.38,0.02,0.01,,1,30.77,-9.23,,23.33,1.0,0,57.59,0,0
74.6,30.2,0.05,63,57.3,65.3,49.1,4e88456e61d911e397d812e01a16c456_5.jpg,47.5,38.4,berlin,0.99,-8.12,,68.46,18.6666666667,1,57.3,57.3,63,79.9,57.3,-20.22,79.9,,68.46,0,,0.28,0.76,10,30.77,,16.7,0.0,0,-1.8,0.06,0.02
78.4,82.7,0.99,94.2,69.5,73.5,87.8,6a2d70d65ec911e3a47812f9925f2146_5.jpg,67.6,82,sao_paulo,0.93,12.41,,30.77,25.3333333333,0.01,94.9,69.5,94.2,77.3,94.9,3.08,77.3,,30.77,0.85,0.26,,,70,59.23,0.13,34.13,1.0,0.99,3.37,0.41,0.06
122.6,56.8,0,82.5,97.5,115.2,73.2,4986eec65f4511e3a8cf0a628e3be35e_5.jpg,107.5,46.5,sao_paulo,0.34,2.52,,103.85,19.0,0.85,92.2,97.5,82.5,107.9,92.2,26.77,107.9,,103.85,0.04,0.45,,0.09,14.62,69.23,,21.19,0.0,0,63.19,0.47,0.2
94.9,38.6,0,69,67.8,79,61,bb9105885f2711e38ec60ed5b89ef40f_5.jpg,63.6,38.4,berlin,1,-14.49,,78.46,25.3333333333,0.93,69.6,67.8,69,92.5,69.6,0.21,92.5,0.01,78.46,0.02,0.02,,0.99,11.54,40,,25.09,0.0,0,-4.73,,0
97,53.6,0.07,84.6,69.9,87.1,72.6,542776425d9d11e3b2f81256e9527726_5.jpg,67.3,55.4,sao_paulo,1,-7.71,0.04,73.08,19.0,0.42,83.1,69.9,84.6,92.2,83.1,-5.51,92.2,,73.08,0,,,0.53,24.62,46.92,,15.3,0.0,0,25.12,0.04,0.02
74.3,36.5,0,60.9,48.8,62.7,51,755d7a7a60a711e38cc01239dde3833f_5.jpg,47.6,33.1,bangkok,1,-8.36,0.2,71.54,24.3333333333,0.63,62.9,48.8,60.9,67.9,62.9,7.1,67.9,,71.54,0,0.19,,0.52,6.92,26.15,,18.56,0.0,0.05,19.26,,0
76.8,41.1,0,74,61,61.5,60.2,3dfa423c5e4211e38f0d1262a4bedf57_5.jpg,52,46,moscow,1,-6.74,0.03,69.23,21.0,0,71.2,61,74,77.3,71.2,-10.49,77.3,,69.23,0,0.39,,0.04,18.46,30.77,,23.03,0.0,0,-33.06,,0
92,88.6,0,119.1,80.8,93,102.4,7529ec245dea11e3880b0aa5c59d476a_5.jpg,74.2,92.7,ny,1,-3,,58.46,34.3333333333,0.13,114.7,80.8,119.1,95.6,114.7,-14.25,95.6,,58.46,0.01,,0.05,0.43,67.69,54.62,,25.08,0.0,0,53.9,0.06,0.01
67,22.2,0.05,35,54.1,62.7,28,102edfca5f2311e3a7690e6f7c295c2b_5.jpg,54.9,20,moscow,1,8.5,,36.15,20.0,0.15,37,54.1,35,63,37,8.13,63,,36.15,0,0.7,,0.31,7.69,42.31,,23.08,0.0,1,34.81,0.07,0.03
76,60.7,0.11,93.6,42.5,57.5,75.9,8673d41c60e311e3a75c120cbd337ba5_5.jpg,40.9,58.4,bangkok,0.99,11.07,0.05,89.23,23.6666666667,0.98,94.5,42.5,93.6,68.1,94.5,3.43,68.1,,89.23,0.32,,,0.83,26.15,13.85,0.01,26.66,0.0,0.4,2.93,,0
117.1,72.3,0.96,111.8,113.8,109.9,92.3,d24e98025d2011e3a915121401fa8311_5.jpg,99.1,76.7,berlin,0.02,9.73,,86.15,28.6666666667,0.58,106.4,113.8,111.8,127.2,106.4,-16.4,127.2,0.27,86.15,0.27,,0.17,,49.23,69.23,,37.12,1.0,0.35,-20.47,0.76,0.26
62.9,52.4,0.9,61.5,40.8,53.8,55.5,87e09e865dc111e3a7ca12fa1061fde7_5.jpg,46.9,42.9,bangkok,0.07,7.09,,54.62,32.0,0.99,66.5,40.8,61.5,53.2,66.5,31.62,53.2,,54.62,0.48,,0.01,0.82,25.38,23.85,,51.87,1.0,0.87,18.84,0.14,0.97
126.8,31.1,0,57.8,94.6,117.9,45.8,1670342e5d3911e3a9810ebdd4ba5cf5_5.jpg,97,28.9,sao_paulo,1,-1.46,,70,19.6666666667,1,59.1,94.6,57.8,120.3,59.1,3.08,120.3,,70,0.81,,0.03,0.99,7.69,73.08,,14.6,0.0,0,41.91,0.03,0
66.9,29.9,0,69.2,43.6,40.1,56.3,5b4ade965e7e11e3bce812f5a4d786f6_5.jpg,32,31.1,moscow,0.92,-16.32,,86.15,19.0,0.55,68.6,43.6,69.2,67.4,68.6,-0.73,67.4,0.37,86.15,0.46,,,0.37,3.08,10.77,,22.55,0.0,0.02,-51.04,0.04,0
75.8,58.8,0.69,88.3,62.7,59.3,77.2,121e28105fd511e392800a3677605d12_5.jpg,56.1,61.2,ny,0.89,-7.99,,52.31,27.6666666667,0.13,87.3,62.7,88.3,77.8,87.3,-4.44,77.8,0.03,52.31,0.57,0.03,,0.36,37.69,40,,25.68,1.0,0.55,-57.39,,0.82
46.3,16,0,69.8,44.1,43.8,46.6,0ba726d6610511e39c6812ce5dbdd1cb_5.jpg,14.3,41.5,berlin,1,-1.6,0.02,84.62,21.0,0.74,51.1,44.1,69.8,66.7,51.1,-38.71,66.7,,84.62,0.01,0.28,,0.86,-3.85,-4.62,,14.66,0.0,0,-2.32,,0
78.9,85.4,1,116.5,52.4,65.3,108,90f1dbba621311e39691126acd5603fd_5.jpg,47.8,86.4,bangkok,1,-18.43,,76.92,27.0,1,115.3,52.4,116.5,76.7,115.3,-2.67,76.7,,76.92,0.01,,0.02,0.96,56.92,24.62,0.03,22.86,1.0,0,4.96,,0
63.3,107.1,0.19,119.5,12.4,41,115.6,5ec96732601211e398340e436ac9b6dd_5.jpg,40.3,83.8,berlin,0.18,9.22,,114.62,18.6666666667,1,145.5,12.4,119.5,28,145.5,42.99,28,0.41,114.62,0.03,0.02,,0.75,56.15,-16.15,,12.54,0.0,0.05,23.53,,0.13
104.2,72.5,1,87.3,78.7,96.3,85,4620769c60eb11e3bc4e1224e48cfdc2_5.jpg,86,64.6,moscow,0.08,-11.97,,72.31,20.0,0.06,94,78.7,87.3,93.8,94,21.3,93.8,0.04,72.31,0,0.1,,,38.46,52.31,,51.68,0.0,0.95,46.66,0.11,0.75
72.5,49.7,0,68.3,65.8,69.7,60.9,c84479aa5eae11e3af0c12857895c600_5.jpg,57.9,55.6,berlin,0.44,-5.53,,33.85,29.6666666667,0.34,64.7,65.8,68.3,75.8,64.7,-23.38,75.8,0.82,33.85,0.76,0.41,,0.14,39.23,50.77,,17.27,0.0,0,6.46,,0
72,59.6,0.36,82.3,56.8,62.9,74.7,7d4e82bc60be11e3b3260e53db4a3fd9_5.jpg,51,63.2,bangkok,1,-11.98,0,56.92,19.0,0.99,78.8,56.8,82.3,75.4,78.8,-10.9,75.4,,56.92,0.01,,0,1,39.23,34.62,,15.13,0.0,0,-17.68,,0
89,64.9,0,95.9,62.1,73.2,85.2,5e23776a60ed11e3b554122b944cbca2_5.jpg,59.3,62.3,ny,0.99,-9.04,0.5,79.23,21.0,0.6,98.5,62.1,95.9,86.7,98.5,4.71,86.7,,79.23,0,,0.03,0.03,33.85,36.92,,33.8,0.0,0,-3.24,,0
61.6,50.6,0.01,82.2,42.6,59.3,67.6,52a43eea5f8c11e3836d12239cedb05e_5.jpg,37.5,51.6,ny,1,-5.45,0.3,67.69,28.0,0.03,80.4,42.6,82.2,62.7,80.4,-4.51,62.7,,67.69,0.02,0.27,,0.08,24.62,18.46,,17.76,0.0,0,47.02,,0
106.3,64.8,0,106.4,74.7,88.6,81.8,4ab4e35e610a11e3aa271286935a506b_5.jpg,69.4,65.9,berlin,1,12.12,0.05,95.38,17.0,0,105.4,74.7,106.4,101.9,105.4,-2.26,101.9,,95.38,0.03,0.27,,0.18,28.46,37.69,,23.19,0.0,0.3,3.6,,0.01
117.2,28.1,0.15,54.9,96.2,102.5,48.3,64835e5c5d3411e39120125915e24b8e_5.jpg,92.8,25.7,berlin,0.62,-15.43,,69.23,24.0,0.01,58.8,96.2,54.9,111.6,58.8,5.12,111.6,0.08,69.23,0.85,0.6,,0.21,1.54,71.54,,24.04,0.0,0.05,-7.95,,0
99.1,55.6,0,105.3,58,73.6,92.4,e139dbe05e4e11e39dfb0ac1ed5599c8_5.jpg,48.6,56.3,berlin,1,-19.44,,120.77,27.6666666667,0.38,104.5,58,105.3,89.5,104.5,-1.08,89.5,,120.77,0.08,0.07,0.06,0.66,11.54,13.08,,22.97,0.0,0,-5.53,,0
88.4,19.7,0.88,46.2,69.6,73.5,35.5,2c7ef0a85e2311e3b9650aa93900baa2_5.jpg,63.4,17.1,bangkok,1,-8.63,0.15,61.54,21.0,0.61,46.6,69.6,46.2,82.1,46.6,6.54,82.1,0.04,61.54,0.01,,,0.32,2.31,46.15,,18.46,0.0,0,-24.2,,0.01
101.6,8.4,0,57.5,104,97.2,26.1,110a23665fa311e38b7612f41c94e347_5.jpg,83.2,31.1,sao_paulo,0.58,26.27,,81.54,19.3333333333,0.64,40.8,104,57.5,121.2,40.8,-49.55,121.2,,81.54,0.2,0.17,,0.18,-6.15,53.85,,51.02,0.0,0,4.71,0.76,0.87
34.2,40.9,0,61.4,17.6,26.8,50.9,36f17cce61be11e39ba112736d69badf_5.jpg,14.6,39.8,ny,1,6.72,,46.15,22.3333333333,0.74,61.4,17.6,61.4,32,61.4,2.35,32,,46.15,1,0.02,,0.89,23.08,2.31,,18.73,0.0,0,15.51,0.02,0.03
96,58.8,0,92,62.5,74.6,82.3,6a6cd9885ebf11e3a5870ad1d5d3af2d_5.jpg,59.5,55.2,berlin,1,-15.09,,104.62,23.0,0.73,94.9,62.5,92,89.1,94.9,5.94,89.1,,104.62,0,,0.27,0.09,20.77,26.15,,15.71,0.0,0.01,-6.39,0.06,0.42
68.3,55.4,0,83.1,47.2,49.7,68.6,12178f5e5dbf11e3843012662e784cb1_5.jpg,44.7,56.4,moscow,1,6.24,0.11,70.77,21.0,0.31,82.8,47.2,83.1,65,82.8,-1.41,65,,70.77,0,0.47,,0.25,26.92,23.85,,21.82,0.0,0.99,-40.87,,0.01
66.3,20.1,0.28,44.3,33.9,46.2,32.2,682bf6745e4f11e3ae811209a296472f_5.jpg,35.6,14.4,moscow,1,-4.69,,72.31,17.6666666667,0.84,49.3,33.9,44.3,59.8,49.3,8.88,59.8,0.01,72.31,0,0.03,,0.9,-10,13.85,,14.48,0.0,0,-17.94,,0
100.7,82.6,0,109.8,84.8,94.7,102.5,8704f6ae5f4911e3ab4312a88b523f66_5.jpg,77.7,84.1,bangkok,0.96,-14.9,,60,16.3333333333,0.99,108.8,84.8,109.8,102.1,108.8,-4.4,102.1,0.01,60,0.03,0.03,,0.83,64.62,59.23,,15.05,0.333333333333,0,10.51,,0
119.7,43.9,0,69.3,89.1,105.3,60.4,2908a0d461c211e3bd5b12f05023f629_5.jpg,91.7,38.7,ny,1,-8.3,0.28,70,20.3333333333,0.88,72.7,89.1,69.3,108.7,72.7,10.05,108.7,,70,0,0.03,,0.38,16.15,70.77,,23.95,0.0,0.01,22.06,,0
94.1,49.9,0.56,68.3,77.1,84.8,59.1,286a70b65e8011e3ae701205090394ff_5.jpg,75.2,50.4,moscow,1,-3.49,,48.46,25.3333333333,0.99,66.9,77.1,68.3,94.1,66.9,-2.07,94.1,,48.46,0,0.02,,1,31.54,60,0.01,22.96,1.0,0.99,-7.21,,0
82.5,44.9,0.45,68.4,63.9,67.6,55.2,34949ab45fd511e3ab4d12964d6550ea_5.jpg,61.7,43.9,bangkok,1,5.61,0.18,49.23,25.0,0,69.1,63.9,68.4,76.3,69.1,3.3,76.3,,49.23,0.03,0.07,0.05,,24.62,46.15,,25.12,1.0,0,-25.17,,0.01
